from,to,sign
5348,5348,1
5348,438,-1
5348,1249,-1
5348,9053,-1
5348,6499,-1
4413,5407,1
4413,1400,1
4413,1336,1
4413,8023,1
4413,3739,1
7375,7375,-1
8240,8867,-1
8240,2138,-1
8240,2637,-1
4808,5081,1
8059,193,-1
8059,7364,1
8059,7455,-1
8059,5671,1
8059,1668,1
8059,1239,1
8059,5217,1
8059,5227,1
8059,8903,-1
8059,3828,1
8059,438,-1
8059,1249,1
8059,3609,-1
8059,1600,1
8059,4587,1
8059,3276,1
8059,2336,1
8059,6381,1
8059,1100,1
8059,3427,1
8059,4383,1
8059,3302,1
8059,3848,-1
8059,3484,-1
8059,7076,-1
8059,5734,1
8059,7896,-1
8059,7497,1
8059,3014,1
8059,4522,1
8059,5685,-1
8059,923,1
8059,6587,-1
8059,6286,1
8059,8182,1
8059,6361,1
8059,5380,1
8059,8663,1
8059,2154,1
8059,5042,1
8059,835,-1
8059,6690,-1
8059,660,1
1378,4211,1
1295,881,1
1295,1400,1
1295,2612,-1
1295,5543,1
1295,788,-1
1295,1987,-1
1295,113,1
1295,7777,-1
1295,5167,1
1295,2764,-1
1295,3487,-1
1295,4325,1
1295,1122,1
1295,8400,-1
1295,6952,1
1295,3082,1
1295,5337,-1
1295,149,1
1295,8474,1
1295,7128,-1
6795,391,1
3272,6682,1
6785,333,1
6785,707,1
6785,6322,1
6785,2406,-1
6785,3282,1
5101,3787,-1
5567,6357,-1
8235,8281,1
5757,8240,-1
5757,5757,1
5757,9189,-1
5757,8187,-1
5757,2626,-1
5757,474,-1
5757,7925,-1
5757,4920,1
1222,8027,-1
5949,8475,1
5949,5949,1
5949,6927,1
5949,4095,1
5949,590,1
5949,7681,1
5949,7602,1
5949,6913,1
5949,7991,1
5949,7444,1
5949,510,1
5949,8739,1
5949,6937,1
5949,1633,1
5949,3745,1
5949,8699,1
5949,6650,1
5949,305,1
5949,3360,1
5949,8958,1
5949,630,1
5949,5596,-1
3212,3212,-1
7275,8011,1
7275,4632,1
7275,6349,-1
7275,7929,1
7275,6885,-1
2391,2391,1
2391,7470,1
2391,4671,1
2391,6050,1
4363,397,1
1068,5532,1
4504,7286,1
4504,4777,-1
5862,8022,1
5862,2995,1
5862,224,1
5862,6306,1
5862,7535,1
5862,3812,1
5862,6310,1
5862,5000,1
5862,2981,1
5862,6059,1
5862,3569,1
5862,2075,1
5862,3049,1
5862,7547,1
5862,9242,-1
5862,7431,1
5862,711,-1
5862,977,1
5862,9025,-1
5862,6571,1
5862,2088,1
5862,2046,1
5862,3553,1
5862,7113,1
5862,630,1
3390,6218,-1
3390,1720,-1
3390,4184,-1
3390,7109,-1
3390,8851,-1
3390,6675,1
3390,4811,1
5873,3748,1
3187,3187,1
3100,4206,1
3100,664,1
3100,2852,1
3100,1212,-1
3100,4162,1
3100,8656,1
3100,4129,1
2674,1672,1
639,2931,-1
6146,9258,1
6146,8855,1
6146,2204,1
6146,2095,1
6146,6912,1
6146,4590,-1
6146,8022,1
6146,1402,1
6146,2955,1
6146,4092,1
6146,1949,-1
6146,2974,1
6146,2392,-1
6146,9094,1
6146,855,1
6146,4857,-1
6146,2727,1
6146,9212,1
6146,1821,1
6146,1636,1
6146,4211,1
6146,3399,-1
6146,3900,1
6146,8698,1
6146,925,1
6146,1616,1
6146,4616,1
6146,2547,1
6146,2400,1
6146,9267,1
6146,2101,1
6146,3274,1
6146,2079,1
6146,1125,1
6146,5604,-1
6146,6322,1
6146,5752,1
6146,7625,-1
6146,3362,1
6146,4093,1
6146,6517,1
6146,3436,1
6146,8892,1
6146,6955,-1
6146,1455,1
6146,2293,1
6146,2039,1
6146,7895,1
6146,8023,1
6146,3984,1
6146,5986,1
6146,5964,1
6146,5584,1
6146,1422,1
6146,4721,1
6146,2875,1
6146,1090,1
6146,1356,-1
6146,8323,1
6146,2086,1
6146,5192,1
6146,8768,1
6146,5365,1
6146,2442,1
6146,4237,-1
8018,6237,1
8018,3435,1
4938,8660,1
4938,7782,1
1804,7478,1
171,9265,1
3923,3923,1
2705,8682,1
2705,2705,1
2705,5564,1
2705,592,1
2705,5516,1
2705,8969,1
2705,4972,1
2705,3639,1
2705,7750,1
2705,7124,1
2705,7808,1
2705,753,1
2705,5965,1
2705,8116,1
2705,3964,1
2705,674,1
2705,6890,1
2705,336,1
2705,6772,1
2705,2556,1
2705,6277,1
2705,1817,1
2705,7649,1
2705,1189,1
2705,4173,-1
2705,6882,1
2705,4157,1
2705,1184,1
2705,1957,-1
2705,2981,1
2705,8047,1
2705,6414,1
2705,3582,1
2705,4425,1
2705,7134,1
2705,905,1
2705,3466,1
2705,7842,1
2705,1982,1
2705,972,1
2705,7560,1
2705,2582,1
2705,9248,1
2705,3984,1
2705,4864,1
2705,4525,1
2705,9273,1
2705,9215,1
2705,1351,1
2705,1766,1
2705,8374,-1
2705,2242,1
2705,7386,1
2705,2014,1
2705,2616,1
2705,4420,-1
2705,7172,1
2705,6598,1
6595,337,1
6695,225,-1
6695,1155,1
6695,6695,1
6695,325,1
6695,4166,1
6695,6349,1
6695,8497,1
2431,2431,1
2431,3469,1
2431,4853,1
2431,8182,1
4650,4650,1
3222,1818,1
162,6834,1
162,1117,1
162,5084,1
162,7809,1
162,3738,1
162,6618,1
162,1822,1
162,22,1
162,8575,1
162,6047,1
162,6616,1
162,1348,1
162,6249,-1
162,9265,1
162,2534,1
162,6385,1
162,5697,1
162,6198,1
162,3320,1
162,4200,1
162,1239,1
162,4476,1
162,7446,1
162,6890,1
162,6781,1
162,7970,1
162,7758,1
162,112,1
162,5637,-1
162,6782,1
162,5536,1
162,3025,1
162,7979,1
162,5451,1
162,2944,1
162,1541,1
162,239,-1
162,7891,1
162,4925,1
162,7323,1
162,3828,1
162,6300,1
162,4684,-1
162,5040,1
162,163,1
162,2844,1
162,5760,1
162,8819,1
162,3874,1
162,1368,1
162,9145,1
162,6322,1
162,3127,1
162,6173,1
162,5694,1
162,3655,1
162,3450,1
162,4093,1
162,9072,-1
162,5913,-1
162,3427,1
162,1997,1
162,2408,1
162,4161,1
162,9227,-1
162,7257,1
162,8171,-1
162,8809,1
162,2422,1
162,3147,1
162,187,-1
162,475,1
162,2452,1
162,2795,1
162,5333,-1
162,1336,1
162,2117,1
162,1588,1
162,6202,1
162,648,1
162,2560,-1
162,2100,1
162,1941,1
162,5067,1
162,5382,1
162,655,1
162,6319,1
162,4770,1
162,551,1
162,8619,-1
162,1354,1
162,3064,1
162,2928,-1
162,5995,-1
162,2676,1
162,409,1
162,9163,1
162,63,1
162,8393,-1
162,404,1
162,5794,1
162,2155,1
162,4614,-1
162,6652,1
162,3726,1
162,8866,1
162,3153,-1
162,6747,1
162,7044,1
162,2332,1
162,2796,1
162,6690,1
162,1912,1
162,4289,1
162,8241,1
162,5578,1
162,2460,1
162,4721,1
162,8717,1
162,2247,-1
162,1874,1
162,7770,1
162,3297,-1
162,1908,1
162,1864,1
162,3221,1
162,8736,1
162,36,-1
162,4158,1
162,1102,1
162,2173,1
162,5739,1
162,4877,-1
162,114,-1
162,4811,1
573,4967,1
573,2407,-1
6926,6926,1
6926,328,1
7968,457,1
7968,2588,1
7968,3517,1
7968,4829,1
7968,7188,1
7968,5646,1
7968,1619,-1
7968,244,1
7968,4966,1
7968,2249,-1
8094,3910,1
8094,8708,1
8094,3888,-1
8094,1573,1
8094,3465,1
8094,5355,1
8094,4394,-1
8094,2322,1
8094,4218,1
8094,7906,1
6350,6685,-1
1667,6556,1
1667,2732,1
5600,8742,1
4526,7227,1
4526,2420,-1
4526,1047,1
4526,3732,1
4526,657,-1
4526,2310,-1
5159,6834,1
5159,1117,-1
5159,676,1
5159,2187,-1
5159,225,-1
5159,2402,1
5159,7314,1
5159,7252,1
5159,35,1
5159,7809,-1
5159,3738,1
5159,7495,1
5159,824,-1
5159,1928,-1
5159,9258,1
5159,3610,-1
5159,5083,-1
5159,2705,1
5159,4418,-1
5159,1822,-1
5159,5564,1
5159,1640,-1
5159,7868,1
5159,6633,1
5159,8476,1
5159,8867,-1
5159,1762,1
5159,3998,1
5159,153,-1
5159,1088,-1
5159,1194,1
5159,2955,-1
5159,7838,-1
5159,6210,1
5159,325,1
5159,6635,-1
5159,794,1
5159,2946,-1
5159,5023,1
5159,8077,1
5159,8612,-1
5159,3176,-1
5159,4796,-1
5159,2756,-1
5159,4740,-1
5159,3204,-1
5159,2392,-1
5159,7035,-1
5159,5915,-1
5159,2042,-1
5159,449,1
5159,8215,1
5159,6385,-1
5159,8186,1
5159,6151,1
5159,3919,1
5159,3320,1
5159,3215,-1
5159,1950,1
5159,1445,-1
5159,3114,1
5159,313,-1
5159,855,-1
5159,3928,-1
5159,5773,1
5159,1720,1
5159,5942,1
5159,1914,-1
5159,8433,-1
5159,5417,1
5159,7303,1
