from,to,sign
4359,3554,-1
3612,4713,1
3612,894,-1
3612,2744,1
1150,2719,-1
1150,5068,-1
1076,4355,-1
1076,7446,1
1076,1577,1
1076,4910,1
1076,472,1
1076,2742,1
1076,4514,1
1076,2234,1
1076,1502,1
1076,4225,1
1076,6112,1
1076,7038,-1
1076,5579,1
1076,935,1
1076,6877,1
1076,4343,1
1076,6793,-1
1076,2929,1
1076,882,1
1076,6032,1
1076,2366,1
1076,5079,1
1076,4016,1
1076,5936,1
1076,3817,1
1076,2087,-1
1076,5182,1
5550,5055,-1
2535,3206,1
2535,7455,1
3677,3677,1
1013,6545,1
4854,6889,1
4854,1641,1
4854,4854,1
4854,5656,1
4854,1652,-1
4854,2365,1
4854,5989,1
4854,768,1
4854,5643,1
4854,6516,1
4854,1682,1
4854,6068,1
4854,7091,1
4854,1349,1
4854,3680,1
4854,3085,1
4854,7057,1
4854,5437,1
4854,2791,1
4854,6417,1
4854,533,1
4854,3506,1
4854,2083,1
4854,1485,1
4854,7269,1
3631,6833,1
3631,6278,1
5920,3912,1
5920,6465,1
3874,2825,-1
1960,1960,1
1960,3259,1
1960,6093,1
1960,3819,1
1960,605,1
4783,6106,1
5013,4073,-1
5013,1508,1
5013,460,1
5013,7337,1
5013,7145,1
5013,18,1
5013,1577,1
5013,6398,-1
5013,6102,-1
5013,3782,-1
5013,1611,1
5013,1444,1
5013,2014,-1
5013,54,1
5013,1947,-1
5013,5857,1
5013,4328,1
5013,4322,1
5013,315,1
5013,396,1
5013,3283,1
5013,152,1
5013,1891,1
5013,3449,1
5013,489,-1
5013,2815,1
5013,6445,-1
5013,3420,1
5013,1342,-1
5013,1314,1
5013,2633,1
5013,739,1
5013,481,1
5013,6024,1
5013,2032,1
5013,4872,1
5013,619,1
5013,893,-1
5013,1698,1
5013,6911,1
5013,6637,1
5013,3731,1
5013,1431,-1
5013,2636,1
5013,432,1
5013,1789,1
5013,2880,1
5013,3833,1
5013,2506,1
5013,385,-1
5013,2751,1
5013,4361,1
5013,3777,1
5013,6337,-1
5013,5536,1
5013,2723,-1
5013,1082,1
5013,2923,-1
5013,874,1
5013,2145,1
5013,3196,1
5013,5625,1
5013,7313,-1
5013,3821,-1
5013,5366,1
5013,2382,1
5013,4044,1
5013,1078,-1
5013,6216,1
5013,2030,1
5013,4439,1
5013,5203,1
5013,3294,1
5013,5263,-1
5013,2429,1
5013,1363,1
5013,2537,1
5013,5909,1
5013,7181,1
5013,5122,1
5013,143,1
5013,6621,-1
5013,2254,1
5013,6581,-1
5013,4646,1
5013,5692,1
5013,775,1
5013,5637,1
5013,3213,1
5013,515,1
5013,4791,1
5013,1900,1
5013,5794,1
5013,3684,1
5013,6202,-1
5013,6439,1
5013,2221,1
5013,6108,1
5013,2782,1
5013,826,1
5013,6928,1
5013,4999,1
5013,7535,1
5013,4699,1
5013,4990,1
5013,3950,1
5013,7086,1
5013,7215,1
5013,4176,1
5013,3175,1
5013,2654,1
5013,1570,1
5013,2404,1
5013,6048,1
5013,3517,1
5013,4643,1
5013,6374,1
5013,3120,-1
5013,2451,1
5013,3337,1
5013,1732,1
5013,5504,1
5013,2136,1
5013,5168,1
5013,3610,1
5013,1236,1
5013,4107,1
5013,5462,1
5013,5266,-1
5013,6886,-1
5013,3089,-1
5013,2261,1
5013,2775,-1
5013,1310,1
5013,3444,1
5013,1774,1
5013,569,1
5013,6753,1
5013,3550,-1
5013,1387,1
5013,1072,1
5013,2945,1
5013,6344,1
5013,5929,1
5013,6819,1
5013,6763,1
5013,3464,1
5013,2644,1
5013,6457,1
5013,4750,1
5013,4280,1
5013,4010,-1
5013,2733,1
5013,4982,1
5013,2757,-1
5013,142,1
5013,59,1
5013,3907,1
5013,5471,1
5013,5562,1
5013,6419,-1
5013,918,-1
5013,2082,1
5013,3398,1
5013,3515,1
5013,6547,-1
5013,382,1
5013,56,1
5013,1529,1
5013,1675,1
5013,6316,1
5013,3410,1
5013,3923,-1
5013,3055,1
5013,1224,1
5013,765,1
5013,1850,-1
5013,2558,-1
5013,5211,-1
5013,19,1
5013,6386,-1
5013,2611,1
5013,827,-1
5013,7160,1
5013,4274,1
5013,274,1
5013,6982,1
5013,6768,1
5013,4098,1
5013,2350,-1
5013,5212,1
5013,6684,-1
5013,1860,1
5013,3614,1
5013,6527,1
5013,3437,1
5013,5011,1
5013,2284,1
5013,272,1
5013,5654,-1
5013,6800,1
5013,4291,1
5013,3145,1
5013,2807,1
5013,835,1
5013,4661,1
5013,1872,1
5013,3138,-1
5013,2661,-1
5013,3199,1
5013,7359,1
5013,3158,1
5013,4390,-1
5013,6890,1
5013,1564,-1
5013,4394,1
5013,7116,1
5013,5589,1
5013,3272,1
5013,1152,1
5013,5964,1
5013,5840,-1
5013,6835,1
5013,3899,1
5013,3273,1
5013,4575,1
5013,5372,1
5013,2752,1
5013,3503,1
5013,2768,1
5013,5983,1
5013,6401,1
5013,2426,-1
5013,1075,1
5013,1635,1
5013,4757,-1
5013,885,1
5013,5574,1
5013,3856,-1
5013,2662,1
5013,3793,1
5013,1666,1
5013,6395,1
5013,635,1
5013,3280,1
5013,6565,1
5013,6672,1
5013,236,1
5013,193,1
5013,4487,1
5013,6144,1
5013,970,1
5013,6546,1
5013,4680,1
5013,1926,1
5013,1897,-1
5013,6641,1
5013,2045,1
5013,6447,-1
5013,5518,1
5013,4579,-1
5013,3639,1
5013,3591,1
5013,2589,1
5013,4933,1
5013,5753,1
5013,4995,1
5013,4459,1
5013,5982,-1
5013,4342,-1
5013,104,1
5013,1499,1
5013,3116,-1
5013,697,-1
5013,4813,1
5013,883,-1
5013,4754,1
5013,7355,1
5013,1109,-1
5013,1225,1
5013,2220,1
5013,339,1
5013,2124,-1
5013,2878,1
5013,3353,1
5013,2121,-1
5013,2037,1
5013,4072,-1
5013,3235,1
5013,6912,1
5013,6970,-1
5013,4121,1
5013,2024,1
5013,2385,1
5013,1849,-1
5013,4853,1
5013,4810,1
5013,6522,1
5013,5030,-1
5013,1377,1
5013,2112,-1
5013,5950,1
5013,6264,1
5013,1861,-1
5013,3334,1
5013,5951,1
5013,39,1
5013,4377,1
5013,6614,1
5013,3798,-1
5013,2483,1
5013,1781,-1
5013,508,1
5013,5388,1
5013,6280,1
5013,242,1
5013,5804,1
5013,6322,1
5013,2971,1
5013,5038,1
5013,4804,1
5013,4567,-1
5013,1748,1
5013,1336,-1
5013,3621,-1
5013,4916,1
5013,3413,1
5013,5680,1
5013,5652,1
5013,6809,1
5013,3909,-1
5013,4330,1
5013,3653,1
5013,6063,1
5013,1821,1
5013,3897,1
5013,3277,-1
5013,626,-1
5013,3186,1
5013,415,1
5013,2441,1
5013,4591,1
5013,4542,1
6536,5319,-1
6536,7438,1
4032,7026,-1
4032,6347,-1
4032,4325,1
5980,6940,1
5980,1929,1
5980,7149,-1
5980,4161,1
5980,3441,-1
5980,4866,1
5980,3297,1
5980,6765,1
5980,5862,-1
5980,1727,-1
5980,7303,-1
5395,255,-1
5478,3420,-1
5478,4455,-1
6184,7275,-1
1996,29,1
1996,3628,1
1996,3125,1
1996,6540,1
1996,2825,1
2500,3527,1
6480,2480,1
6480,4058,1
6480,5518,1
6480,1545,1
6480,2174,-1
3540,3210,-1
3540,6139,-1
3540,4775,1
121,1491,1
121,5714,-1
121,3453,-1
121,4285,1
121,3063,-1
121,7505,1
121,1586,-1
121,2045,-1
121,1364,-1
5655,5655,1
5655,248,1
6498,6396,-1
6498,7033,1
6498,4964,1
6498,3984,1
6498,3939,1
6498,5887,-1
6594,3221,1
6594,6539,1
6594,7066,1
6594,1303,1
6594,2876,1
6594,3598,-1
6594,1895,1
6594,3475,1
6594,6449,1
5199,3814,1
5199,5642,1
5199,3197,-1
5199,3254,-1
5199,6851,-1
5199,3987,1
5199,3628,-1
5199,6204,-1
5199,4788,1
5199,4131,-1
5199,5533,1
5199,1557,1
5199,4756,1
3697,2729,1
3697,4125,-1
3697,4286,-1
4204,4146,1
4204,3052,-1
4204,7304,1
4204,4367,-1
4204,5815,-1
4204,5171,-1
4204,2422,-1
4204,3175,-1
4204,4938,1
4204,6139,-1
4204,2900,-1
4204,4891,-1
4204,6649,1
4204,4390,1
4204,321,1
4204,2025,-1
4204,1545,-1
4204,508,-1
4204,3413,1
6870,4073,1
6870,23,1
6870,5962,1
6870,1613,1
6870,3619,1
6870,7145,1
6870,3489,-1
6870,5528,1
6870,6665,1
6870,6733,1
6870,6593,-1
6870,6380,1
6870,3745,1
6870,1504,1
6870,7325,1
6870,913,1
6870,3843,-1
6870,996,-1
6870,1970,-1
6870,2525,1
6870,172,1
6870,5158,-1
6870,5377,-1
6870,5293,-1
6870,391,1
6870,2952,1
6870,5264,1
6870,4092,1
6870,4141,1
6870,1426,-1
6870,3844,-1
6870,2184,1
6870,2103,1
6870,6028,1
6870,5093,1
6870,5606,1
6870,6559,1
6870,2120,1
6870,7112,1
6870,5249,1
6870,791,1
6870,2755,-1
6870,4228,-1
6870,2447,-1
6870,198,1
6870,1541,-1
