from,to,sign
0,38,1
0,49,1
0,88,-1
0,155,1
0,272,1
0,282,-1
0,371,1
0,379,1
0,394,1
0,422,1
0,425,-1
0,481,1
0,493,-1
0,597,1
0,622,1
0,657,-1
0,683,-1
0,691,1
0,741,1
0,787,-1
0,878,1
0,957,1
0,1009,1
0,1023,-1
0,1054,1
0,1195,1
0,1254,1
0,1320,1
0,1340,1
0,1375,-1
0,1391,1
0,1462,1
0,1499,1
0,1513,1
0,1541,1
0,1547,1
0,1560,1
0,1590,1
0,1695,1
0,1741,1
1,19,1
1,88,-1
1,158,1
1,238,-1
1,282,-1
1,425,-1
1,489,1
1,534,1
1,622,1
1,657,1
1,691,-1
1,853,-1
1,957,1
1,1009,1
1,1135,-1
1,1190,1
1,1254,1
1,1297,1
1,1391,1
1,1499,-1
1,1513,1
1,1547,1
1,1616,1
2,205,1
2,1234,1
4,35,1
4,145,1
4,908,-1
5,467,1
5,615,1
6,49,-1
6,158,-1
6,383,-1
6,412,-1
6,511,1
6,551,1
6,595,-1
6,622,1
6,683,1
6,691,1
6,878,1
6,957,1
6,1000,1
6,1009,1
6,1023,1
6,1254,1
6,1297,-1
6,1391,1
6,1408,1
6,1456,-1
6,1458,1
6,1513,1
6,1521,1
6,1541,1
6,1560,1
7,158,-1
7,425,-1
7,622,1
7,741,1
7,957,1
7,1000,-1
7,1009,1
7,1254,1
7,1499,-1
7,1513,-1
7,1655,-1
8,1221,1
8,1373,1
10,49,-1
10,383,-1
10,425,1
10,622,1
10,741,1
10,1254,1
10,1499,1
10,1560,-1
11,425,-1
11,622,-1
11,691,1
11,1000,1
11,1391,-1
11,1541,-1
12,44,-1
12,49,1
12,88,1
12,203,1
12,282,1
12,371,1
12,383,1
12,394,1
12,425,1
12,462,-1
12,551,-1
12,618,1
12,622,1
12,657,1
12,683,1
12,691,1
12,741,1
12,842,1
12,878,-1
12,957,1
12,1000,1
12,1009,1
12,1081,1
12,1190,-1
12,1195,-1
12,1254,1
12,1290,-1
12,1320,1
12,1391,1
12,1541,1
12,1560,-1
12,1626,1
12,1741,1
14,855,1
14,1463,-1
17,556,-1
17,1083,1
18,371,1
18,618,1
18,683,-1
18,1023,-1
18,1607,-1
19,49,1
19,155,1
19,316,1
19,371,-1
19,383,1
19,394,1
19,412,-1
19,422,1
19,425,1
19,468,1
19,511,1
19,551,1
19,622,1
19,639,-1
19,657,1
19,667,-1
19,683,1
19,691,1
19,741,1
19,842,1
19,853,-1
19,878,1
19,879,1
19,957,1
19,992,-1
19,1000,1
19,1009,1
19,1023,1
19,1195,1
19,1254,1
19,1320,1
19,1336,1
19,1340,-1
19,1363,1
19,1391,1
19,1456,1
19,1462,1
19,1499,1
19,1541,1
19,1560,1
19,1626,1
19,1655,-1
20,49,1
20,203,1
20,238,1
20,330,1
20,379,-1
20,383,1
20,422,1
20,425,-1
20,551,1
20,597,1
20,622,-1
20,657,1
20,683,-1
20,787,1
20,842,1
20,853,1
20,878,1
20,957,1
20,1009,1
20,1023,1
20,1190,-1
20,1197,1
20,1254,-1
20,1391,1
20,1458,-1
20,1499,1
20,1513,-1
20,1541,1
20,1560,1
20,1626,-1
20,1735,1
21,145,-1
21,283,1
22,44,1
22,49,1
22,422,1
22,425,1
22,491,1
22,622,1
22,691,1
22,705,-1
22,741,1
22,799,-1
22,812,1
22,957,-1
