from,to,sign
11845,12058,1
11845,10459,1
11845,12842,1
11845,13440,1
11845,2048,1
11845,5212,1
11845,8190,1
12368,10414,1
12368,1063,1
12368,7678,1
12529,9715,1
12529,4728,1
12529,11742,1
12529,12118,1
12529,10405,1
12529,11156,1
12529,12293,1
12529,13031,1
12529,265,1
12529,978,1
12529,1620,1
12529,2847,1
12529,3688,1
12529,4118,1
12529,4303,1
12529,5698,1
12529,5726,1
12529,6695,1
12529,8445,1
12529,8584,1
11955,1314,1
11955,10843,1
11955,11433,1
11955,10459,1
11955,10979,1
11955,12191,1
11955,12203,1
11955,12692,1
11955,55,1
11955,352,1
11955,1028,1
11955,1299,1
11955,3021,1
11955,3699,1
11955,4151,1
11955,6491,1
11955,6885,1
11955,9557,1
11972,11993,1
11972,11743,1
11972,610,1
11972,10378,1
11972,10821,1
11972,11099,1
11972,11276,1
11972,11323,1
11972,11337,1
11972,11492,1
11972,11549,1
11972,11584,1
11972,11690,1
11972,11811,1
11972,11930,1
11972,11945,1
11972,85,1
11972,6113,1
11972,9754,1
11972,9962,1
11972,9990,1
11972,10102,1
11972,10151,1
11972,10155,1
11972,10176,1
11972,10208,1
11972,10417,1
11972,10456,1
11972,10459,1
11972,10483,1
11972,10585,1
11972,10624,1
11972,10940,1
11972,10979,1
11972,11111,1
11972,11462,1
11972,11504,1
11972,11603,1
11972,11607,1
11972,11613,1
11972,12177,1
11972,12273,1
11972,12287,1
11972,12419,1
11972,12436,1
11972,12474,1
11972,12630,1
11972,12661,1
11972,12750,1
11972,12766,1
11972,13023,1
11972,13032,1
11972,13194,1
11972,13215,1
11972,13355,1
11972,13357,1
11972,13525,1
11972,237,1
11972,592,1
11972,683,1
11972,859,1
11972,878,1
11972,970,1
11972,1058,1
11972,1251,1
11972,1463,1
11972,1488,1
11972,1944,1
11972,1991,1
11972,2216,1
11972,2278,1
11972,2331,1
11972,2393,1
11972,2401,1
11972,2525,1
11972,2558,1
11972,2641,1
11972,2666,1
11972,2976,1
11972,3015,1
11972,3045,1
11972,3098,1
11972,3171,1
11972,3382,1
11972,3400,1
11972,3417,1
11972,3477,1
11972,3511,1
11972,3552,1
11972,3802,1
11972,3941,1
11972,4082,1
11972,4091,1
11972,4212,1
11972,4266,1
11972,4459,1
11972,5333,1
11972,5533,1
11972,5585,1
11972,5614,1
11972,5717,1
11972,5759,1
11972,5782,1
11972,5801,1
11972,5814,1
11972,5840,1
11972,5987,1
11972,6027,1
11972,6070,1
11972,6103,1
11972,6304,1
11972,6495,1
11972,6625,1
11972,6745,1
11972,6834,1
11972,6885,1
11972,6975,1
11972,7013,1
11972,7116,1
11972,7156,1
11972,7248,1
11972,7259,1
11972,7633,1
11972,7898,1
