from,to,sign
4464,7499,-1
6658,1429,1
6658,1068,1
6658,4357,1
6658,4368,1
6658,7381,-1
6658,1078,1
6658,3030,-1
6658,1375,1
6658,3828,1
6658,2749,1
6658,5288,1
6658,2860,1
6658,2772,1
6658,3233,-1
6658,2907,-1
6658,6193,1
6658,3778,1
6658,790,1
6658,5434,-1
6658,5271,1
6658,4485,1
6658,4207,1
1192,5690,1
1127,4309,1
1127,959,1
1127,5717,-1
1127,134,-1
1127,7352,1
5590,5238,1
5590,2023,-1
820,954,-1
4256,4243,1
4256,3491,1
4646,4230,1
4646,5269,-1
4646,2926,-1
4790,4790,1
4790,4114,1
1049,1049,-1
1049,2097,1
1049,6632,1
1049,5059,1
1049,1133,-1
1049,1770,1
1049,3319,1
1049,3482,1
1049,4079,1
4939,4939,1
4939,5691,-1
6911,4804,-1
5990,3873,1
5990,6544,1
5990,5669,-1
3758,5998,1
3758,4945,-1
3758,4190,-1
3758,2606,1
4876,2252,1
4876,171,-1
4876,3031,-1
4876,6179,1
4876,6675,-1
4876,2112,-1
4876,5223,1
4876,5176,-1
4876,4845,-1
4876,6515,-1
4876,3036,1
4876,5715,-1
4876,2808,1
4876,3114,-1
4876,4309,1
4876,2601,1
4876,6177,-1
4876,5815,1
4876,4167,-1
4876,7461,-1
4876,2413,1
4876,1752,1
4876,3587,-1
4876,5216,-1
4876,1092,-1
2677,2677,-1
2599,2599,1
2599,6194,1
5086,530,-1
4127,7164,-1
4127,6570,-1
1553,6179,1
2254,6649,1
5442,286,1
5518,200,-1
5518,992,1
5518,278,1
5518,5266,1
5518,7031,1
2039,2039,1
2039,4926,1
2039,663,1
2039,5308,1
2039,6278,1
2039,710,1
2039,3611,1
144,5454,1
144,18,1
144,7093,1
144,7630,1
144,3073,1
144,168,-1
144,4228,1
144,1632,1
144,1890,-1
144,2766,-1
144,109,-1
1428,2275,1
4300,5619,-1
4300,6753,1
4300,530,-1
3867,438,1
3867,7186,-1
3867,1130,-1
6993,4702,-1
6993,1689,-1
6993,2297,1
6993,1608,-1
6993,3890,-1
6993,7020,-1
6993,1145,-1
6993,2989,-1
6993,361,-1
6993,6503,-1
6993,705,1
6993,6140,1
6993,7589,1
6993,409,-1
6993,5817,1
6993,1180,1
6993,272,1
6993,7084,-1
6993,3944,-1
6993,4870,-1
6993,2275,-1
6993,625,1
6993,1946,1
6993,854,1
6993,5194,-1
6993,3482,1
6993,5359,-1
6993,7443,-1
6993,4400,1
3070,4355,-1
3070,4274,1
3070,6835,1
6508,4504,-1
6508,6904,-1
6508,2252,-1
6508,200,-1
6508,5444,-1
6508,586,-1
6508,3771,1
6508,1638,-1
6508,3212,-1
6508,7269,1
6508,5378,-1
6508,3843,-1
6508,6157,-1
6508,6625,-1
6508,7659,-1
6508,7599,-1
6508,2504,1
6508,5574,-1
6508,6783,1
6508,5651,-1
6508,1295,-1
6508,6185,-1
6508,1792,-1
6508,3306,1
6508,1512,-1
6508,715,-1
6508,6179,1
6508,4559,-1
6508,2680,1
6508,3469,1
6508,3232,-1
6508,5541,-1
6508,5704,1
6508,4230,-1
6508,5044,-1
6508,5895,-1
6508,317,-1
6508,5823,1
6508,5356,-1
6508,3288,-1
6508,2644,1
6508,7403,-1
6508,2509,-1
6508,6196,-1
6508,7057,-1
6508,3226,-1
6508,1290,-1
6508,3986,-1
6508,5588,-1
6508,7623,-1
6508,94,1
6508,4250,-1
6508,1014,-1
6508,4590,1
6508,4299,-1
6508,7502,1
6508,6518,-1
6508,2700,1
6508,6067,-1
6508,3098,1
6508,3197,-1
6508,6794,-1
6508,7416,-1
6508,4812,-1
6508,5313,-1
6508,4736,-1
6508,218,-1
6508,3987,-1
6508,7142,-1
6508,3890,-1
6508,2573,-1
6508,63,-1
6508,5836,-1
6508,1227,-1
6508,7423,-1
6508,404,-1
6508,4972,-1
6508,7106,-1
6508,6407,-1
6508,4053,-1
6508,1658,-1
6508,7274,-1
6508,3840,-1
6508,3164,-1
6508,1459,-1
6508,1294,-1
6508,744,-1
6508,156,-1
6508,5320,-1
6508,5307,1
6508,6502,-1
6508,6630,-1
6508,4533,-1
