from,to,sign
11584,11820,1
11584,10069,1
11584,12652,1
11584,13298,1
11584,1951,1
11584,4981,1
11584,7814,1
12151,10020,1
12151,1039,1
12151,7329,1
12319,9231,1
12319,4522,1
12319,11468,1
12319,11883,1
12319,10010,1
12319,10829,1
12319,12073,1
12319,12853,1
12319,268,1
12319,961,1
12319,1559,1
12319,2727,1
12319,3526,1
12319,3939,1
12319,4113,1
12319,5445,1
12319,5473,1
12319,6380,1
12319,8077,1
12319,8230,1
11704,1267,1
11704,10486,1
11704,11139,1
11704,10069,1
11704,10636,1
11704,11961,1
11704,11974,1
11704,12497,1
11704,61,1
11704,350,1
11704,1006,1
11704,1253,1
11704,2900,1
11704,3537,1
11704,3971,1
11704,6187,1
11704,6560,1
11704,9081,1
11722,11748,1
11722,11469,1
11722,605,1
11722,9981,1
11722,10463,1
11722,10766,1
11722,10961,1
11722,11013,1
11722,11030,1
11722,11203,1
11722,11263,1
11722,11301,1
11722,11413,1
11722,11546,1
11722,11677,1
11722,11694,1
11722,93,1
11722,5839,1
11722,9273,1
11722,9511,1
11722,9543,1
11722,9673,1
11722,9732,1
11722,9736,1
11722,9763,1
11722,9799,1
11722,10023,1
11722,10066,1
11722,10069,1
11722,10093,1
11722,10204,1
11722,10249,1
11722,10594,1
11722,10636,1
11722,10781,1
11722,11168,1
11722,11216,1
11722,11321,1
11722,11325,1
11722,11331,1
11722,11946,1
11722,12052,1
11722,12067,1
11722,12203,1
11722,12220,1
11722,12261,1
11722,12426,1
11722,12461,1
11722,12556,1
11722,12574,1
11722,12845,1
11722,12854,1
11722,13032,1
11722,13057,1
11722,13208,1
11722,13210,1
11722,13390,1
11722,244,1
11722,587,1
11722,674,1
11722,845,1
11722,865,1
11722,954,1
11722,1035,1
11722,1210,1
11722,1410,1
11722,1433,1
11722,1853,1
11722,1898,1
11722,2112,1
11722,2171,1
11722,2226,1
11722,2289,1
11722,2294,1
11722,2412,1
11722,2444,1
11722,2526,1
11722,2552,1
11722,2858,1
11722,2896,1
11722,2922,1
11722,2977,1
11722,3047,1
11722,3243,1
11722,3259,1
11722,3273,1
11722,3331,1
11722,3360,1
11722,3398,1
11722,3634,1
11722,3773,1
11722,3902,1
11722,3911,1
11722,4029,1
11722,4078,1
11722,4259,1
11722,5095,1
11722,5288,1
11722,5337,1
11722,5364,1
11722,5464,1
11722,5506,1
11722,5528,1
11722,5545,1
11722,5556,1
11722,5583,1
11722,5719,1
11722,5756,1
11722,5798,1
11722,5829,1
11722,6017,1
11722,6191,1
11722,6316,1
11722,6428,1
11722,6511,1
11722,6560,1
11722,6648,1
11722,6686,1
11722,6785,1
11722,6818,1
11722,6911,1
11722,6922,1
11722,7284,1
11722,7539,1
11722,7668,1
11722,7747,1
11722,8058,1
11722,8265,1
11744,4501,1
11744,12472,1
11744,2251,1
11744,5263,1
11744,5990,1
11744,7795,1
11805,10073,1
11805,1962,1
11805,5572,1
11805,6911,1
11805,7668,1
11857,9362,1
11857,11738,1
11857,4482,1
11857,11226,1
11857,12538,1
11857,12778,1
11857,11139,1
11857,70,1
11857,12355,1
11857,12574,1
11973,2382,1
11995,918,1
11995,12502,1
11995,12778,1
11995,2110,1
12115,10136,1
12115,10752,1
12115,12410,1
12115,822,1
12115,4306,1
12115,5493,1
12115,5967,1
12115,7792,1
12115,9003,1
12115,9149,1
12160,11104,1
12160,1865,1
12160,5145,1
12160,11317,1
12160,11490,1
12160,11609,1
12160,11804,1
12160,12507,1
12160,8507,1
12160,9793,1
12160,10213,1
12160,10627,1
12160,11388,1
12160,11798,1
12160,11851,1
12160,12271,1
12160,12535,1
12160,12666,1
12160,12735,1
12160,12790,1
12160,12890,1
12160,13260,1
12160,13374,1
12160,13411,1
12160,76,1
12160,92,1
12160,110,1
12160,129,1
12160,193,1
12160,253,1
12160,370,1
12160,421,1
12160,426,1
12160,655,1
12160,866,1
12160,904,1
12160,1004,1
12160,1066,1
12160,1204,1
12160,1376,1
12160,1415,1
12160,1417,1
12160,1631,1
12160,1656,1
12160,1663,1
12160,1712,1
12160,2068,1
12160,2131,1
12160,2249,1
12160,2332,1
12160,2412,1
12160,2472,1
12160,2476,1
12160,2492,1
12160,2506,1
12160,2600,1
12160,2676,1
12160,2707,1
12160,2768,1
12160,2773,1
12160,2790,1
12160,2874,1
12160,2913,1
12160,3002,1
12160,3026,1
12160,3058,1
12160,3100,1
12160,3105,1
12160,3132,1
12160,3212,1
12160,3248,1
12160,3516,1
12160,3613,1
12160,3780,1
12160,3812,1
12160,3915,1
12160,3931,1
12160,3934,1
12160,3936,1
12160,3983,1
